title,author_name,author_position,author_id
Zero-shot Query Contextualization for Conversational Search,antonios minas krasakis,0,119807484
Zero-shot Query Contextualization for Conversational Search,andrew yates,1,144115896
Zero-shot Query Contextualization for Conversational Search,evangelos kanoulas,2,1713134
EFLEC: Efficient Feature-LEakage Correction in GNN based Recommendation Systems,ishaan kumar,0,2175277508
EFLEC: Efficient Feature-LEakage Correction in GNN based Recommendation Systems,yaochen hu,1,2911895
EFLEC: Efficient Feature-LEakage Correction in GNN based Recommendation Systems,yingxue zhang,2,2135319291
Gating-adapted Wavelet Multiresolution Analysis for Exposure Sequence Modeling in CTR prediction,xiaoxiao xu,0,2112435159
Gating-adapted Wavelet Multiresolution Analysis for Exposure Sequence Modeling in CTR prediction,zhiwei fang,1,49597404
Gating-adapted Wavelet Multiresolution Analysis for Exposure Sequence Modeling in CTR prediction,qian yu,2,2116046500
Gating-adapted Wavelet Multiresolution Analysis for Exposure Sequence Modeling in CTR prediction,ruoran huang,3,51254553
Gating-adapted Wavelet Multiresolution Analysis for Exposure Sequence Modeling in CTR prediction,chaosheng fan,4,2112735645
Gating-adapted Wavelet Multiresolution Analysis for Exposure Sequence Modeling in CTR prediction,yong li,5,152998583
Gating-adapted Wavelet Multiresolution Analysis for Exposure Sequence Modeling in CTR prediction,yang he,6,2152964632
Gating-adapted Wavelet Multiresolution Analysis for Exposure Sequence Modeling in CTR prediction,changping peng,7,1949218014
Gating-adapted Wavelet Multiresolution Analysis for Exposure Sequence Modeling in CTR prediction,zhangang lin,8,2146396439
Gating-adapted Wavelet Multiresolution Analysis for Exposure Sequence Modeling in CTR prediction,jingping shao,9,2118926502
Preference Enhanced Social Infulence Modeling for Network-Aware Cascade Prediction,likang wu,0,12892739
Preference Enhanced Social Infulence Modeling for Network-Aware Cascade Prediction,hao wang,1,2144221497
Preference Enhanced Social Infulence Modeling for Network-Aware Cascade Prediction,enhong chen,2,9210409
Preference Enhanced Social Infulence Modeling for Network-Aware Cascade Prediction,zhi li,3,2118214458
Preference Enhanced Social Infulence Modeling for Network-Aware Cascade Prediction,hongke zhao,4,2869628
Preference Enhanced Social Infulence Modeling for Network-Aware Cascade Prediction,jianhui ma,5,49304852
Enhancing Top-N Item Recommendations by Peer Collaboration,yang sun,0,2151881988
Enhancing Top-N Item Recommendations by Peer Collaboration,fajie yuan,1,2612614
Enhancing Top-N Item Recommendations by Peer Collaboration,min yang,2,2144399230
Enhancing Top-N Item Recommendations by Peer Collaboration,alexandros karatzoglou,3,1713164
Enhancing Top-N Item Recommendations by Peer Collaboration,li shen,4,2153700377
Enhancing Top-N Item Recommendations by Peer Collaboration,xiaoyan zhao,5,2111230693
Faster Learned Sparse Retrieval with Guided Traversal,antonio mallia,0,39662889
Faster Learned Sparse Retrieval with Guided Traversal,joel mackenzie,1,47470313
Faster Learned Sparse Retrieval with Guided Traversal,torsten suel,2,1691664
Faster Learned Sparse Retrieval with Guided Traversal,nicola tonellotto,3,2783910
On Extractive Summarization for Profile-centric Neural Expert Search in Academia,rennan lima,0,2175414748
On Extractive Summarization for Profile-centric Neural Expert Search in Academia,rodrygo santos,1,2115675398
Animating Images to transfer CLIP for Video-Text Retrieval,yu liu,0,11322600
Animating Images to transfer CLIP for Video-Text Retrieval,huai chen,1,153924263
Animating Images to transfer CLIP for Video-Text Retrieval,lianghua huang,2,2109047017
Animating Images to transfer CLIP for Video-Text Retrieval,di chen,3,2202464939
Animating Images to transfer CLIP for Video-Text Retrieval,bin wang,4,2152592977
Animating Images to transfer CLIP for Video-Text Retrieval,pan pan,5,2143295297
Animating Images to transfer CLIP for Video-Text Retrieval,lisheng wang,6,40367852
IPR: Interaction-level Preference Ranking for explicit feedback,shih-yang liu,0,2175276094
IPR: Interaction-level Preference Ranking for explicit feedback,hsien hao chen,1,2115401239
IPR: Interaction-level Preference Ranking for explicit feedback,chih-ming chen,2,2145744847
IPR: Interaction-level Preference Ranking for explicit feedback,ming-feng tsai,3,1793168
IPR: Interaction-level Preference Ranking for explicit feedback,chuan-ju wang,4,152744928
News Recommendation with Candidate-aware User Modeling,tao qi,0,50329599
News Recommendation with Candidate-aware User Modeling,fangzhao wu,1,2397264
News Recommendation with Candidate-aware User Modeling,chuhan wu,2,15161448
News Recommendation with Candidate-aware User Modeling,yongfeng huang,3,2145525387
PERD: Personalized Emoji Recommendation with Dynamic User Preference,xuanzhi zheng,0,2156371353
PERD: Personalized Emoji Recommendation with Dynamic User Preference,guoshuai zhao,1,2905509
PERD: Personalized Emoji Recommendation with Dynamic User Preference,li zhu,2,2144059167
PERD: Personalized Emoji Recommendation with Dynamic User Preference,xueming qian,3,6468417
Socially-aware Dual Contrastive Learning for Cold-Start Recommendation,jing du,0,2111147278
Socially-aware Dual Contrastive Learning for Cold-Start Recommendation,zesheng ye,1,2158121071
Socially-aware Dual Contrastive Learning for Cold-Start Recommendation,lina yao,2,2106357243
Socially-aware Dual Contrastive Learning for Cold-Start Recommendation,bin guo,3,145066132
Socially-aware Dual Contrastive Learning for Cold-Start Recommendation,zhiwen yu,4,2256618
Hierarchical Task-aware Multi-Head Attention Network,jing du,0,2111147278
Hierarchical Task-aware Multi-Head Attention Network,lina yao,1,145095579
Hierarchical Task-aware Multi-Head Attention Network,xianzhi wang,2,2107924437
Hierarchical Task-aware Multi-Head Attention Network,bin guo,3,145066132
Hierarchical Task-aware Multi-Head Attention Network,zhiwen yu,4,2256618
Constrained Sequence-to-Tree Generation for Hierarchical Text Classification,chao yu,0,2110963506
Constrained Sequence-to-Tree Generation for Hierarchical Text Classification,yi shen,1,2115382769
Constrained Sequence-to-Tree Generation for Hierarchical Text Classification,yue mao,2,2035547139
Image-Text Retrieval via Contrastive Learning with Auxiliary Generative Features and Support-set Regularization,lei zhang,0,2152829487
Image-Text Retrieval via Contrastive Learning with Auxiliary Generative Features and Support-set Regularization,min yang,1,2144399430
Image-Text Retrieval via Contrastive Learning with Auxiliary Generative Features and Support-set Regularization,chengming li,2,2145534529
Image-Text Retrieval via Contrastive Learning with Auxiliary Generative Features and Support-set Regularization,ruifeng xu,3,1753529
Enhancing Event-Level Sentiment Analysis with Structured Arguments,qi zhang,0,1731122
Enhancing Event-Level Sentiment Analysis with Structured Arguments,jie zhou,1,145558445
Enhancing Event-Level Sentiment Analysis with Structured Arguments,qin chen,2,2152518131
Enhancing Event-Level Sentiment Analysis with Structured Arguments,qingchun bai,3,2167150654
Enhancing Event-Level Sentiment Analysis with Structured Arguments,liang he,4,2112480319
Denoising Time Cycle Modeling for Recommendation,sicong xie,0,51299719
Denoising Time Cycle Modeling for Recommendation,qunwei li,1,1491130175
Denoising Time Cycle Modeling for Recommendation,weidi xu,2,1930234
Denoising Time Cycle Modeling for Recommendation,kaiming shen,3,1728905
Denoising Time Cycle Modeling for Recommendation,shaohu chen,4,2175298167
Denoising Time Cycle Modeling for Recommendation,wenliang zhong,5,2243832
P^3 Ranker: Mitigating the Gaps between Pre-training and Ranking Fine-tuning with Prompt-based Learning and Pre-finetuning,xiaomeng hu,0,2164187602
P^3 Ranker: Mitigating the Gaps between Pre-training and Ranking Fine-tuning with Prompt-based Learning and Pre-finetuning,shi yu,1,150311558
P^3 Ranker: Mitigating the Gaps between Pre-training and Ranking Fine-tuning with Prompt-based Learning and Pre-finetuning,chenyan xiong,2,144628574
P^3 Ranker: Mitigating the Gaps between Pre-training and Ranking Fine-tuning with Prompt-based Learning and Pre-finetuning,zhenghao liu,3,49047064
P^3 Ranker: Mitigating the Gaps between Pre-training and Ranking Fine-tuning with Prompt-based Learning and Pre-finetuning,zhiyuan liu,4,2109232579
P^3 Ranker: Mitigating the Gaps between Pre-training and Ranking Fine-tuning with Prompt-based Learning and Pre-finetuning,ge yu,5,1879582404
Towards Results-level Proportionality for Multi-objective Recommender Systems,ladislav peska,0,1928103
Towards Results-level Proportionality for Multi-objective Recommender Systems,patrik dokoupil,1,1581831194
Adversarial Filtering Modeling on Long-term User Behavior Sequences for Click-Through Rate Prediction,xiaochen li,0,2145438037
Adversarial Filtering Modeling on Long-term User Behavior Sequences for Click-Through Rate Prediction,jian liang,1,1846255697
Adversarial Filtering Modeling on Long-term User Behavior Sequences for Click-Through Rate Prediction,xialong liu,2,2163569041
Adversarial Filtering Modeling on Long-term User Behavior Sequences for Click-Through Rate Prediction,yu zhang,3,2163449998
Regulating Provider Groups Exposure in Recommendations,mirko marras,0,28922901
Regulating Provider Groups Exposure in Recommendations,ludovico boratto,1,1824224
Regulating Provider Groups Exposure in Recommendations,guilherme ramos,2,2057748867
Regulating Provider Groups Exposure in Recommendations,gianni fenu,3,40433308
FUM: Fine-grained and Fast User Modeling for News Recommendation,tao qi,0,50329599
FUM: Fine-grained and Fast User Modeling for News Recommendation,fangzhao wu,1,2397264
FUM: Fine-grained and Fast User Modeling for News Recommendation,chuhan wu,2,15161448
FUM: Fine-grained and Fast User Modeling for News Recommendation,yongfeng huang,3,2145525387
Curriculum Learning for Dense Retrieval Distillation,hansi zeng,0,2029235362
Curriculum Learning for Dense Retrieval Distillation,hamed zamani,1,2499986
Curriculum Learning for Dense Retrieval Distillation,vishwa vinay,2,3121908
Evaluation of Herd Behavior Caused by Population-scale Concept Drift in Collaborative Filtering,chenglong ma,0,2148662613
Evaluation of Herd Behavior Caused by Population-scale Concept Drift in Collaborative Filtering,yongli ren,1,7800596
Evaluation of Herd Behavior Caused by Population-scale Concept Drift in Collaborative Filtering,pablo castells,2,2912921
Evaluation of Herd Behavior Caused by Population-scale Concept Drift in Collaborative Filtering,mark sanderson,3,144721996
Detecting Frozen Phrases in Open-Domain Question Answering,mostafa yadegari,0,32522763
Detecting Frozen Phrases in Open-Domain Question Answering,ehsan kamalloo,1,2023642
Detecting Frozen Phrases in Open-Domain Question Answering,davood rafiei,2,2144238
Enhancing Hypergraph Neural Networks with Intent Disentanglement for Session-based Recommendation,yinfeng li,0,2129445960
Enhancing Hypergraph Neural Networks with Intent Disentanglement for Session-based Recommendation,chen gao,1,49281242
Enhancing Hypergraph Neural Networks with Intent Disentanglement for Session-based Recommendation,hengliang luo,2,2889630
Enhancing Hypergraph Neural Networks with Intent Disentanglement for Session-based Recommendation,depeng jin,3,49953590
Enhancing Hypergraph Neural Networks with Intent Disentanglement for Session-based Recommendation,yong li,4,2154403926
Point Prompt Tuning for Temporally Language Grounding,yawen zeng,0,1993664989
Value Penalized Q-Learning for Recommender Systems,chengqian gao,0,2152644271
Value Penalized Q-Learning for Recommender Systems,ke xu,1,2152484867
Value Penalized Q-Learning for Recommender Systems,kuangqi zhou,2,
Value Penalized Q-Learning for Recommender Systems,lanqing li,3,
Value Penalized Q-Learning for Recommender Systems,xueqian wang,4,
Value Penalized Q-Learning for Recommender Systems,bo yuan,5,
Value Penalized Q-Learning for Recommender Systems,peilin zhao,6,144259957
Transform Cold-Start Users into Warm via Fused Behaviors in Large-Scale Recommendation,pengyang li,0,2000867558
Transform Cold-Start Users into Warm via Fused Behaviors in Large-Scale Recommendation,rong chen,1,2175457240
Transform Cold-Start Users into Warm via Fused Behaviors in Large-Scale Recommendation,quan liu,2,1390542627
Transform Cold-Start Users into Warm via Fused Behaviors in Large-Scale Recommendation,jian xu,3,2117049789
Transform Cold-Start Users into Warm via Fused Behaviors in Large-Scale Recommendation,bo zheng,4,2093245720
Understanding User Satisfaction with Task-Oriented Dialogue Systems,clemencia siro,0,2056776870
Understanding User Satisfaction with Task-Oriented Dialogue Systems,mohammad aliannejadi,1,3390352
Understanding User Satisfaction with Task-Oriented Dialogue Systems,maarten de rijke,2,1696030
Distilling Knowledge on Text Graph for Social Media Attribute Inference,quan li,0,2108647654
Distilling Knowledge on Text Graph for Social Media Attribute Inference,xiaoting li,1,
Distilling Knowledge on Text Graph for Social Media Attribute Inference,lingwei chen,2,2119322767
Distilling Knowledge on Text Graph for Social Media Attribute Inference,dinghao wu,3,
Progressive Self-Attention Network with Unsymmetrical Positional Encoding for Sequential Recommendation,yuehua zhu,0,2109529901
Progressive Self-Attention Network with Unsymmetrical Positional Encoding for Sequential Recommendation,bo huang,1,2175348587
Progressive Self-Attention Network with Unsymmetrical Positional Encoding for Sequential Recommendation,shaohua jiang,2,2119329074
Progressive Self-Attention Network with Unsymmetrical Positional Encoding for Sequential Recommendation,muli yang,3,66871903
Progressive Self-Attention Network with Unsymmetrical Positional Encoding for Sequential Recommendation,yanhua yang,4,80558539
Progressive Self-Attention Network with Unsymmetrical Positional Encoding for Sequential Recommendation,wenliang zhong,5,2243832
Empowering Next POI Recommendation with Multi-Relational Modeling,zheng huang,0,150356758
Empowering Next POI Recommendation with Multi-Relational Modeling,jing ma,1,2157405959
Empowering Next POI Recommendation with Multi-Relational Modeling,yushun dong,2,123918726
Empowering Next POI Recommendation with Multi-Relational Modeling,natasha foutz,3,3070020
Empowering Next POI Recommendation with Multi-Relational Modeling,jundong li,4,1737121128
What Makes a Good Podcast Summary?,rezvaneh rezapour,0,3342374
What Makes a Good Podcast Summary?,sravana reddy,1,5022028
What Makes a Good Podcast Summary?,rosie jones,2,2154350347
What Makes a Good Podcast Summary?,ian soboroff,3,144526707
A Simple Meta-learning Paradigm for Zero-shot Intent Classification with Mixture Attention Mechanism,han liu,0,48447230
A Simple Meta-learning Paradigm for Zero-shot Intent Classification with Mixture Attention Mechanism,siyang zhao,1,2154844276
A Simple Meta-learning Paradigm for Zero-shot Intent Classification with Mixture Attention Mechanism,xiaotong zhang,2,2108015607
A Simple Meta-learning Paradigm for Zero-shot Intent Classification with Mixture Attention Mechanism,feng zhang,3,2158119086
A Simple Meta-learning Paradigm for Zero-shot Intent Classification with Mixture Attention Mechanism,junjie sun,4,144706338
A Simple Meta-learning Paradigm for Zero-shot Intent Classification with Mixture Attention Mechanism,hong yu,5,144722194
A Simple Meta-learning Paradigm for Zero-shot Intent Classification with Mixture Attention Mechanism,xianchao zhang,6,47957847
BSAL: A Framework of Bi-component Structure and Attribute Learning for Link Prediction,bisheng li,0,2162903099
BSAL: A Framework of Bi-component Structure and Attribute Learning for Link Prediction,min zhou,1,2152175543
BSAL: A Framework of Bi-component Structure and Attribute Learning for Link Prediction,zengfeng huang,2,2109583192
BSAL: A Framework of Bi-component Structure and Attribute Learning for Link Prediction,shengzhong zhang,3,2145522606
BSAL: A Framework of Bi-component Structure and Attribute Learning for Link Prediction,menglin yang,4,2111077098
BSAL: A Framework of Bi-component Structure and Attribute Learning for Link Prediction,defu lian,5,1862782
Analyzing the Support Level for Tips Extracted from Product Reviews,miriam farber,0,2056901323
Analyzing the Support Level for Tips Extracted from Product Reviews,david carmel,1,1751914
Analyzing the Support Level for Tips Extracted from Product Reviews,lital kuchy,2,1617901165
Analyzing the Support Level for Tips Extracted from Product Reviews,avihai mejer,3,1723339
DAGNN: Demand-aware Graph Neural Networks for Session-based Recommendation,liqi yang,0,1807515777
DAGNN: Demand-aware Graph Neural Networks for Session-based Recommendation,linhao luo,1,2114165337
DAGNN: Demand-aware Graph Neural Networks for Session-based Recommendation,xiaofeng zhang,2,2144524914
DAGNN: Demand-aware Graph Neural Networks for Session-based Recommendation,fengxin li,3,
DAGNN: Demand-aware Graph Neural Networks for Session-based Recommendation,xinni zhang,4,2108028945
DAGNN: Demand-aware Graph Neural Networks for Session-based Recommendation,zelin jiang,5,
DAGNN: Demand-aware Graph Neural Networks for Session-based Recommendation,shuai tang,6,
Enhancing Zero-Shot Stance Detection via Targeted Background Knowledge,qinglin zhu,0,50736325
Enhancing Zero-Shot Stance Detection via Targeted Background Knowledge,bin liang,1,144691693
Enhancing Zero-Shot Stance Detection via Targeted Background Knowledge,jingyi sun,2,2165326090
Enhancing Zero-Shot Stance Detection via Targeted Background Knowledge,jiachen du,3,2186356
Enhancing Zero-Shot Stance Detection via Targeted Background Knowledge,lanjun zhou,4,2204295
Enhancing Zero-Shot Stance Detection via Targeted Background Knowledge,xu ruifeng,5,1753529
Translation-Based Implicit Annotation Projection for Zero-Shot Cross-Lingual Event Argument Extraction,chenwei lou,0,2118894569
Translation-Based Implicit Annotation Projection for Zero-Shot Cross-Lingual Event Argument Extraction,jun gao,1,1741104
Translation-Based Implicit Annotation Projection for Zero-Shot Cross-Lingual Event Argument Extraction,changlong yu,2,49778308
Translation-Based Implicit Annotation Projection for Zero-Shot Cross-Lingual Event Argument Extraction,wei wang,3,145200778
Translation-Based Implicit Annotation Projection for Zero-Shot Cross-Lingual Event Argument Extraction,huan zhao,4,46430770
Translation-Based Implicit Annotation Projection for Zero-Shot Cross-Lingual Event Argument Extraction,weiwei tu,5,2149413823
Translation-Based Implicit Annotation Projection for Zero-Shot Cross-Lingual Event Argument Extraction,ruifeng xu,6,1753529
RESETBERT4Rec: A Pre-training Model Integrating Time And User Historical Behavior for Sequential Recommendation,qihang zhao,0,2110483969
PUM: Pre-training User Model with Contrastive Self-supervision,chuhan wu,0,15161448
PUM: Pre-training User Model with Contrastive Self-supervision,fangzhao wu,1,2397264
PUM: Pre-training User Model with Contrastive Self-supervision,tao qi,2,50329599
PUM: Pre-training User Model with Contrastive Self-supervision,yongfeng huang,3,2145525387
Understanding Long Programming Languages with Structure-Aware Sparse Attention,tingting liu,0,2166862797
Understanding Long Programming Languages with Structure-Aware Sparse Attention,chengyu wang,1,50097294
Understanding Long Programming Languages with Structure-Aware Sparse Attention,cen chen,2,2447610
Understanding Long Programming Languages with Structure-Aware Sparse Attention,ming gao,3,46572901
Understanding Long Programming Languages with Structure-Aware Sparse Attention,aoying zhou,4,145031580
Learning-to-Rank at the Speed of Sampling: Plackett-Luce Gradient Estimation With Minimal Computational Complexity,harrie oosterhuis,0,143624743
MP2: A Momentum Contrast Approach for Recommendation with Pointwise and Pairwise Learning,menghan wang,0,2145360817
MP2: A Momentum Contrast Approach for Recommendation with Pointwise and Pairwise Learning,yuchen guo,1,34811036
MP2: A Momentum Contrast Approach for Recommendation with Pointwise and Pairwise Learning,zhenqi zhao,2,2152619375
MP2: A Momentum Contrast Approach for Recommendation with Pointwise and Pairwise Learning,guangzheng hu,3,30554416
MP2: A Momentum Contrast Approach for Recommendation with Pointwise and Pairwise Learning,yuming shen,4,144820063
MP2: A Momentum Contrast Approach for Recommendation with Pointwise and Pairwise Learning,mingming gong,5,29393235
MP2: A Momentum Contrast Approach for Recommendation with Pointwise and Pairwise Learning,philip torr,6,143635540
A Multi-Task Based Neural Model to Simulate Users in Goal Oriented Dialogue Systems,to eun kim,0,2175557537
A Multi-Task Based Neural Model to Simulate Users in Goal Oriented Dialogue Systems,aldo lipani,1,2121294485
Conversational Recommendation via Hierarchical Information Modeling,quan tu,0,2071635049
Conversational Recommendation via Hierarchical Information Modeling,shen gao,1,2112311595
Conversational Recommendation via Hierarchical Information Modeling,yanran li,2,3305402
Conversational Recommendation via Hierarchical Information Modeling,jianwei cui,3,3061725
Conversational Recommendation via Hierarchical Information Modeling,bin wang,4,2152593593
Conversational Recommendation via Hierarchical Information Modeling,rui yan,5,2055863468
Generalizing to the Future: Mitigating Entity Bias in Fake News Detection,yongchun zhu,0,1864765978
Generalizing to the Future: Mitigating Entity Bias in Fake News Detection,qiang sheng,1,46630548
Generalizing to the Future: Mitigating Entity Bias in Fake News Detection,juan cao,2,144089410
Generalizing to the Future: Mitigating Entity Bias in Fake News Detection,shuokai li,3,116817070
Generalizing to the Future: Mitigating Entity Bias in Fake News Detection,danding wang,4,37292975
Generalizing to the Future: Mitigating Entity Bias in Fake News Detection,fuzhen zhuang,5,2162961864
Dialogue Topic Segmentation via Parallel Extraction Network with Neighbor Smoothing,xia jinxiong,0,2175278527
Dialogue Topic Segmentation via Parallel Extraction Network with Neighbor Smoothing,liu cao,1,2155522220
Dialogue Topic Segmentation via Parallel Extraction Network with Neighbor Smoothing,chen jiansong,2,1781885
Dialogue Topic Segmentation via Parallel Extraction Network with Neighbor Smoothing,li yuchen,3,2115522794
Dialogue Topic Segmentation via Parallel Extraction Network with Neighbor Smoothing,yang fan,4,1656856781
Dialogue Topic Segmentation via Parallel Extraction Network with Neighbor Smoothing,cai xunliang,5,2111683220
Dialogue Topic Segmentation via Parallel Extraction Network with Neighbor Smoothing,wan guanglu,6,2158028618
Dialogue Topic Segmentation via Parallel Extraction Network with Neighbor Smoothing,wang houfeng,7,1478596124
Analysing the Robustness of Dual Encoders for Dense Retrieval Against Misspellings,georgios sidiropoulos,0,144396165
Analysing the Robustness of Dual Encoders for Dense Retrieval Against Misspellings,evangelos kanoulas,1,1713134
From Cluster Ranking to Document Ranking,egor markovskiy,0,2175274124
From Cluster Ranking to Document Ranking,fiana raiber,1,2625830
From Cluster Ranking to Document Ranking,shoham sabach,2,3218963
From Cluster Ranking to Document Ranking,oren kurland,3,1779654
Mitigating Consumer Biases in Recommendations with Adversarial Training,christian ganhor,0,
Mitigating Consumer Biases in Recommendations with Adversarial Training,david penz,1,
Mitigating Consumer Biases in Recommendations with Adversarial Training,navid rekabsaz,2,
Mitigating Consumer Biases in Recommendations with Adversarial Training,oleg lesota,3,
Mitigating Consumer Biases in Recommendations with Adversarial Training,markus schedl,4,
"A 'Pointwise-Query, Listwise-Document' based QPP Approach",suchana datta,0,52511273
"A 'Pointwise-Query, Listwise-Document' based QPP Approach",sean macavaney,1,22214396
"A 'Pointwise-Query, Listwise-Document' based QPP Approach",debasis ganguly,2,1698027
"A 'Pointwise-Query, Listwise-Document' based QPP Approach",derek greene,3,50418148
How does Feedback Signal Quality Impact Effectiveness of Pseudo Relevance Feedback for Passage Retrieval,hang li,0,2118384241
How does Feedback Signal Quality Impact Effectiveness of Pseudo Relevance Feedback for Passage Retrieval,ahmed mourad,1,143832672
How does Feedback Signal Quality Impact Effectiveness of Pseudo Relevance Feedback for Passage Retrieval,bevan koopman,2,1783566
How does Feedback Signal Quality Impact Effectiveness of Pseudo Relevance Feedback for Passage Retrieval,guido zuccon,3,1692855
Improving Contrastive Learning of Sentence Embeddings with Case-Augmented Positives and Retrieved Negatives,wei wang,0,2158624366
Improving Contrastive Learning of Sentence Embeddings with Case-Augmented Positives and Retrieved Negatives,liangzhu ge,1,1393946005
Improving Contrastive Learning of Sentence Embeddings with Case-Augmented Positives and Retrieved Negatives,jingqiao zhang,2,2108957102
Improving Contrastive Learning of Sentence Embeddings with Case-Augmented Positives and Retrieved Negatives,cheng yang,3,2154169929
Task-Oriented Dialogue System as Natural Language Generation,weizhi wang,0,2108438929
Task-Oriented Dialogue System as Natural Language Generation,zhirui zhang,1,4947404
Task-Oriented Dialogue System as Natural Language Generation,junliang guo,2,2117224175
Task-Oriented Dialogue System as Natural Language Generation,yinpei dai,3,30087809
Task-Oriented Dialogue System as Natural Language Generation,boxing chen,4,2152687324
Task-Oriented Dialogue System as Natural Language Generation,weihua luo,5,48244817
Expression Syntax Information Bottleneck for Math Word Problems,jing xiong,0,2175277130
Expression Syntax Information Bottleneck for Math Word Problems,chengming li,1,2145534529
Expression Syntax Information Bottleneck for Math Word Problems,min yang,2,2144399230
Expression Syntax Information Bottleneck for Math Word Problems,xiping hu,3,1718919
Expression Syntax Information Bottleneck for Math Word Problems,bin hu,4,144010725
Masking and Generation: An Unsupervised Method for Sarcasm Detection,rui wang,0,2151036536
Masking and Generation: An Unsupervised Method for Sarcasm Detection,qianlong wang,1,2116713003
Masking and Generation: An Unsupervised Method for Sarcasm Detection,bin liang,2,144691693
Masking and Generation: An Unsupervised Method for Sarcasm Detection,yi chen,3,2165302640
Masking and Generation: An Unsupervised Method for Sarcasm Detection,zhiyuan wen,4,6581777
Masking and Generation: An Unsupervised Method for Sarcasm Detection,bing qin,5,152277111
Masking and Generation: An Unsupervised Method for Sarcasm Detection,ruifeng xu,6,1753529
Cross-Probe BERT for Fast Cross-Modal Search,tan yu,0,96668091
Cross-Probe BERT for Fast Cross-Modal Search,hongliang fei,1,2940124
Cross-Probe BERT for Fast Cross-Modal Search,ping li,2,2109069235
GERE: Generative Evidence Retrieval for Fact Verification,jiangui chen,0,2108313363
GERE: Generative Evidence Retrieval for Fact Verification,ruqing zhang,1,2109960367
GERE: Generative Evidence Retrieval for Fact Verification,jiafeng guo,2,1777025
GERE: Generative Evidence Retrieval for Fact Verification,yixing fan,3,7888704
GERE: Generative Evidence Retrieval for Fact Verification,xueqi cheng,4,1717004
DH-HGCN: Dual Homogeneity Hypergraph Convolutional Network for Multiple Social Recommendations,jiadi han,0,2175568294
DH-HGCN: Dual Homogeneity Hypergraph Convolutional Network for Multiple Social Recommendations,qian tao,1,2053299318
DH-HGCN: Dual Homogeneity Hypergraph Convolutional Network for Multiple Social Recommendations,yufei tang,2,2119309167
DH-HGCN: Dual Homogeneity Hypergraph Convolutional Network for Multiple Social Recommendations,yuhan xia,3,2111274759
Clustering based Behavior Sampling with Long Sequential Data for CTR Prediction,yuren zhang,0,2136583470
Clustering based Behavior Sampling with Long Sequential Data for CTR Prediction,enhong chen,1,2227868312
Clustering based Behavior Sampling with Long Sequential Data for CTR Prediction,binbin jin,2,6594353
Clustering based Behavior Sampling with Long Sequential Data for CTR Prediction,hao wang,3,48016595
Clustering based Behavior Sampling with Long Sequential Data for CTR Prediction,min hou,4,2056835691
Clustering based Behavior Sampling with Long Sequential Data for CTR Prediction,wei huang,5,145909469
Clustering based Behavior Sampling with Long Sequential Data for CTR Prediction,runlong yu,6,51508019
CORE: Simple and Effective Session-based Recommendation within Consistent Representation Space,yupeng hou,0,151472453
CORE: Simple and Effective Session-based Recommendation within Consistent Representation Space,binbin hu,1,145743766
CORE: Simple and Effective Session-based Recommendation within Consistent Representation Space,zhiqiang zhang,2,2118678286
CORE: Simple and Effective Session-based Recommendation within Consistent Representation Space,wayne xin zhao,3,2542603
Relevance under the Iceberg: Reasonable Prediction for Extreme Multi-label Classification,jyun-yu jiang,0,3165179
Relevance under the Iceberg: Reasonable Prediction for Extreme Multi-label Classification,wei-cheng chang,1,1702500
Relevance under the Iceberg: Reasonable Prediction for Extreme Multi-label Classification,jiong zhang,2,2138799241
Relevance under the Iceberg: Reasonable Prediction for Extreme Multi-label Classification,cho-jui hsieh,3,1793529
Relevance under the Iceberg: Reasonable Prediction for Extreme Multi-label Classification,hsiang-fu yu,4,46185316
On the Role of Relevance in Natural Language Processing Tasks,artsiom sauchuk,0,2175275805
On the Role of Relevance in Natural Language Processing Tasks,james thorne,1,2053211210
On the Role of Relevance in Natural Language Processing Tasks,alon halevy,2,1770962
On the Role of Relevance in Natural Language Processing Tasks,nicola tonellotto,3,2783910
On the Role of Relevance in Natural Language Processing Tasks,fabrizio silvestri,4,144925193
An Efficiency Study for SPLADE Models,carlos lassance,0,2131640257
An Efficiency Study for SPLADE Models,stephane clinchant,1,2207074
Tensor-based Graph Modularity for Text Data Clustering,rafika boutalbi,0,92280450
Tensor-based Graph Modularity for Text Data Clustering,mira ait-saada,1,2076239433
Tensor-based Graph Modularity for Text Data Clustering,anastasiia iurshina,2,1704289222
Tensor-based Graph Modularity for Text Data Clustering,steffen staab,3,2067038375
Tensor-based Graph Modularity for Text Data Clustering,mohamed nadif,4,1744699
Learned Token Pruning in Contextualized Late Interaction over BERT (ColBERT),carlos lassance,0,2131640257
Learned Token Pruning in Contextualized Late Interaction over BERT (ColBERT),maroua maachou,1,2145158743
Learned Token Pruning in Contextualized Late Interaction over BERT (ColBERT),joohee park,2,2116651720
Learned Token Pruning in Contextualized Late Interaction over BERT (ColBERT),stephane clinchant,3,2207074
AHP: Learning to Negative Sample for Hyperedge Prediction,hyunjin hwang,0,2147347903
AHP: Learning to Negative Sample for Hyperedge Prediction,seungwoo lee,1,2162382349
AHP: Learning to Negative Sample for Hyperedge Prediction,chanyoung park,2,2109120259
AHP: Learning to Negative Sample for Hyperedge Prediction,kijung shin,3,40553270
Re-weighting Negative Samples for Model-Agnostic Matching,jiazhen lou,0,2175027757
